Model Number,FLUKE A3000FC
Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:17,Jun 30 2024 13:52:27,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
151,Jun 29 2024 15:29:17,00:01:00,Jun 29 2024 15:30:05,"0","0",Jun 29 2024 15:29:48,"0",Jun 29 2024 15:30:17
152,Jun 29 2024 15:30:17,00:01:00,Jun 29 2024 15:30:42,"0","0",Jun 29 2024 15:30:31,"0",Jun 29 2024 15:31:17
153,Jun 29 2024 15:31:17,00:01:00,Jun 29 2024 15:31:45,"0","0",Jun 29 2024 15:32:17,"0",Jun 29 2024 15:32:17
154,Jun 29 2024 15:32:17,00:01:00,Jun 29 2024 15:32:18,"0.1","0",Jun 29 2024 15:32:30,"0",Jun 29 2024 15:33:17
155,Jun 29 2024 15:33:17,00:01:00,Jun 29 2024 15:34:16,"0.1","0",Jun 29 2024 15:34:00,"0",Jun 29 2024 15:34:17
156,Jun 29 2024 15:34:17,00:01:00,Jun 29 2024 15:34:50,"0.1","0",Jun 29 2024 15:35:09,"0",Jun 29 2024 15:35:17
157,Jun 29 2024 15:35:17,00:01:00,Jun 29 2024 15:35:26,"0.1","0",Jun 29 2024 15:35:29,"0",Jun 29 2024 15:36:17
158,Jun 29 2024 15:36:17,00:01:00,Jun 29 2024 15:36:51,"0.1","0",Jun 29 2024 15:36:58,"0",Jun 29 2024 15:37:17
159,Jun 29 2024 15:37:17,00:01:00,Jun 29 2024 15:38:01,"0.1","0",Jun 29 2024 15:37:29,"0",Jun 29 2024 15:38:17
160,Jun 29 2024 15:38:17,00:01:00,Jun 29 2024 15:39:02,"0.1","0",Jun 29 2024 15:38:39,"0",Jun 29 2024 15:39:17
161,Jun 29 2024 15:39:17,00:01:00,Jun 29 2024 15:39:52,"0.1","0",Jun 29 2024 15:39:36,"0",Jun 29 2024 15:40:17
162,Jun 29 2024 15:40:17,00:01:00,Jun 29 2024 15:40:18,"0","0",Jun 29 2024 15:40:31,"0",Jun 29 2024 15:41:17
163,Jun 29 2024 15:41:17,00:01:00,Jun 29 2024 15:42:11,"0.1","0",Jun 29 2024 15:41:17,"0",Jun 29 2024 15:42:17
164,Jun 29 2024 15:42:17,00:01:00,Jun 29 2024 15:43:13,"0.1","0",Jun 29 2024 15:42:18,"0",Jun 29 2024 15:43:17
